@relation 'dataset-weka.filters.unsupervised.attribute.AddValues-C66-L6,7-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C67-L1-4-V-H-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C68-L1-4-V-H'

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7}
@attribute outputs-2 {0,1,2,3}
@attribute outputs-3 {0,1,2,3}

@data
4934,'2017/02/18 11:58:25:992',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,35.534397,140.961411,19.427412,0,0,0,-52.377209,113.045769,47.910831,-18.20973,129.120377,-63.031864,10.485641,144.301849,-81.409569,52.985371,152.522293,-77.897736,91.864265,152.38147,-52.006485,167425.625,0.176707,-0.961405,0.210893,-0.184059,-0.242762,-0.952465,0.181772,-0.249564,-0.190892,5,?,?
4935,'2017/02/18 11:58:26:009',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,35.765984,142.937393,19.026876,0,0,0,-51.168098,113.51062,47.706829,-18.205715,130.822113,-63.223206,10.475404,146.206879,-81.737831,52.989422,154.619247,-78.331245,91.94677,154.230209,-52.567219,171618.171875,0.177771,-0.959992,0.216363,-0.186888,-0.248798,-0.950354,0.183105,-0.256049,-0.194173,5,?,?
4936,'2017/02/18 11:58:26:025',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,35.886536,144.644791,18.798689,0,0,0,-50.556396,114.677795,47.25684,-18.11425,132.581009,-63.417839,10.586735,148.12854,-81.941521,53.106228,156.514725,-78.538795,92.071892,156.022705,-52.787582,173965.34375,0.176845,-0.959481,0.219366,-0.187723,-0.251668,-0.949433,0.182267,-0.259113,-0.195204,5,?,?
4937,'2017/02/18 11:58:26:042',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,35.930401,146.576279,18.838795,0,0,0,-49.36348,115.256569,47.058132,-17.941402,134.103745,-63.373829,10.745196,149.718872,-81.924179,53.257175,158.270004,-78.499046,92.175957,157.642654,-52.741821,177665.03125,0.175981,-0.957565,0.228256,-0.186982,-0.260169,-0.947285,0.181752,-0.268038,-0.194882,5,?,?
4938,'2017/02/18 11:58:26:059',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,35.898487,147.701584,18.89962,0,0,0,-48.872505,115.96843,47.004116,-17.876074,135.570099,-63.389313,10.856801,151.120667,-81.870186,53.351292,159.31427,-78.41655,92.231247,158.403671,-52.64819,178729.359375,0.169902,-0.957546,0.232893,-0.187606,-0.263436,-0.946259,0.175607,-0.271522,-0.195723,5,?,?
4939,'2017/02/18 11:58:26:076',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,35.922798,148.448853,18.84938,0,0,0,-48.890465,117.032745,47.072323,-17.750383,136.780212,-63.528793,10.952853,152.48262,-81.894257,53.381424,160.280914,-78.427307,92.243401,159.133026,-52.682117,178304.5,0.166176,-0.957866,0.234262,-0.188255,-0.264012,-0.945969,0.171776,-0.272166,-0.196441,5,?,?
4940,'2017/02/18 11:58:26:093',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,35.977848,148.95285,18.741537,0,0,0,-48.846252,117.611847,46.957603,-17.569923,137.871445,-63.754436,11.096759,153.633652,-81.980087,53.464264,161.15184,-78.477486,92.266327,159.9189,-52.741653,179642.125,0.164122,-0.958528,0.232997,-0.18836,-0.262306,-0.946423,0.169578,-0.270369,-0.196456,5,?,?
4941,'2017/02/18 11:58:26:109',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,35.977848,148.95285,18.741537,0,0,0,-48.846252,117.611847,46.957603,-17.569923,137.871445,-63.754436,11.096759,153.633652,-81.980087,53.464264,161.15184,-78.477486,92.266327,159.9189,-52.741653,179642.125,0.164122,-0.958528,0.232997,-0.18836,-0.262306,-0.946423,0.169578,-0.270369,-0.196456,5,?,?
4942,'2017/02/18 11:58:26:126',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,36.082306,149.36409,18.652584,0,0,0,-48.738644,117.908989,46.76318,-17.30735,138.851288,-63.980732,11.29251,154.657013,-82.049751,53.593414,162.08519,-78.488541,92.332329,160.920044,-52.737438,182673.734375,0.164238,-0.959228,0.230015,-0.187664,-0.259307,-0.947387,0.169575,-0.267165,-0.195555,5,?,?
4943,'2017/02/18 11:58:26:142',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,36.178585,149.561462,18.577364,0,0,0,-48.552265,117.794388,46.537922,-17.047173,139.530212,-64.187737,11.478004,155.427277,-82.105186,53.703564,162.763824,-78.492157,92.344322,161.798737,-52.724815,186155.21875,0.165909,-0.959766,0.226546,-0.18647,-0.256119,-0.948489,0.171173,-0.263738,-0.194121,5,?,?
4944,'2017/02/18 11:58:26:160',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,36.32531,149.672745,18.521349,0,0,0,-48.177917,117.524452,46.464134,-16.780018,140.084747,-64.344246,11.675549,156.010956,-82.138458,53.843166,163.369614,-78.475922,92.436493,162.429291,-52.707283,189727.78125,0.167031,-0.960344,0.223247,-0.185718,-0.25302,-0.949468,0.172206,-0.260434,-0.193163,5,?,?
4945,'2017/02/18 11:58:26:176',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,36.382042,149.874054,18.590336,0,0,0,-47.522175,116.906311,46.257736,-16.447376,140.459396,-64.444992,11.986772,156.325745,-82.118416,54.114979,163.61351,-78.355629,92.602402,162.653412,-52.519215,193721.625,0.165676,-0.960349,0.224234,-0.18349,-0.253425,-0.949793,0.170835,-0.260746,-0.190838,5,?,?
4946,'2017/02/18 11:58:26:192',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,36.360924,149.940277,18.660776,0,0,0,-47.166229,116.616333,46.109837,-16.229729,140.636597,-64.517929,12.208175,156.437454,-82.098518,54.289967,163.543549,-78.258041,92.694717,162.485901,-52.3671,195135.765625,0.16214,-0.960411,0.22654,-0.181968,-0.254742,-0.949734,0.167247,-0.262056,-0.189305,5,?,?
4947,'2017/02/18 11:58:26:210',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,36.461456,149.82576,18.631563,0,0,0,-47.28841,117.112885,46.114735,-16.104414,140.694138,-64.571388,12.385776,156.318909,-82.14473,54.448807,163.208282,-78.296257,92.785385,161.989532,-52.425922,191887.125,0.155798,-0.960899,0.228912,-0.183086,-0.255817,-0.94923,0.160739,-0.263246,-0.190539,5,?,?
4948,'2017/02/18 11:58:26:226',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,36.538918,149.820206,18.675676,0,0,0,-47.540009,118.09549,46.333412,-16.026457,140.574982,-64.506195,12.549348,155.925766,-82.142891,54.543201,162.529251,-78.320801,92.801514,161.172928,-52.494457,184884.71875,0.146829,-0.960672,0.235692,-0.185015,-0.260741,-0.947514,0.151667,-0.268538,-0.192837,5,?,?
4949,'2017/02/18 11:58:26:243',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,36.754181,149.258362,18.796539,0,0,0,-48.295444,120.389122,46.917187,-15.987835,139.993958,-64.263054,12.899035,154.407272,-82.1054,54.947208,159.96312,-78.388519,93.054619,158.241043,-52.593285,165084.484375,0.121319,-0.960171,0.2517,-0.191817,-0.271471,-0.943138,0.125685,-0.280262,-0.200646,5,?,?
4950,'2017/02/18 11:58:26:260',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,37.103668,148.096786,18.852514,0,0,0,-49.406551,123.835365,47.700844,-16.056684,138.872375,-63.935001,13.250024,151.808701,-82.112877,55.389359,155.873688,-78.572838,93.374954,153.393661,-52.844002,133889.890625,0.082954,-0.957911,0.274817,-0.204283,-0.286256,-0.936123,0.086383,-0.296759,-0.214854,5,?,?
4951,'2017/02/18 11:58:26:276',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,37.476002,146.163818,18.957846,0,0,0,-50.789959,127.782585,48.646305,-16.30946,137.224854,-63.449547,13.392965,148.509766,-81.994446,55.635571,150.811218,-78.676674,93.501343,147.374313,-53.050541,96175.71875,0.040436,-0.953644,0.298209,-0.220534,-0.299611,-0.928223,0.042376,-0.312221,-0.233262,5,?,?
4952,'2017/02/18 11:58:26:292',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,37.585602,143.678497,19.116463,0,0,0,-52.161053,130.533218,48.910629,-16.445591,135.165054,-63.170315,13.54577,145.178589,-81.864319,55.836506,146.092072,-78.572365,93.543114,141.836945,-52.895294,65672.484375,0.006532,-0.949315,0.314259,-0.230975,-0.3072,-0.923189,0.006881,-0.321234,-0.24516,5,?,?
4953,'2017/02/18 11:58:26:309',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,37.713726,141.213211,19.359617,0,0,0,-53.252274,132.882721,48.99633,-16.454838,133.293457,-62.89431,13.70095,142.356323,-81.636208,56.052162,142.209396,-78.331703,93.587349,137.237,-52.602867,40388.285156,-0.019539,-0.946013,0.32354,-0.23859,-0.309841,-0.920366,-0.020651,-0.324733,-0.25365,5,?,?
4954,'2017/02/18 11:58:26:326',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,37.829975,138.990952,19.570349,0,0,0,-54.008675,134.611801,48.854568,-16.322542,131.607758,-62.744865,13.882393,140.088943,-81.447716,56.319912,139.344009,-78.093338,93.72438,133.871582,-52.291931,36530.785156,-0.035522,-0.944367,0.326971,-0.242066,-0.309304,-0.919639,-0.037597,-0.324447,-0.25738,5,?,?
4955,'2017/02/18 11:58:26:343',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,37.879833,136.799667,19.642387,0,0,0,-54.565628,136.152191,48.475796,-16.157154,130.109314,-62.80986,14.10333,138.122681,-81.419037,56.620682,136.864151,-77.972771,93.868416,130.908539,-52.078968,34898.738281,-0.049282,-0.943674,0.327187,-0.243825,-0.306306,-0.920177,-0.052176,-0.321341,-0.259024,5,?,?
4956,'2017/02/18 11:58:26:359',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,37.889778,134.969315,19.640192,0,0,0,-54.870453,136.887955,47.67189,-15.949211,128.969528,-62.998901,14.357187,136.64151,-81.478821,56.957851,135.036331,-77.911194,94.039848,128.668701,-51.912537,35102.078125,-0.05989,-0.943771,0.32513,-0.243773,-0.302024,-0.921605,-0.063374,-0.316686,-0.258587,5,?,?
4957,'2017/02/18 11:58:26:376',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,37.956387,133.213898,19.557747,0,0,0,-55.002987,137.64502,47.040043,-15.758791,127.855568,-63.211178,14.5522,135.202484,-81.592598,57.237206,133.306686,-77.950562,94.206177,126.584381,-51.882259,38204.523438,-0.06898,-0.943929,0.322862,-0.244235,-0.297805,-0.922855,-0.072948,-0.31215,-0.25872,5,?,?
4958,'2017/02/18 11:58:26:392',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,37.955555,131.613403,19.526918,0,0,0,-55.167595,138.23848,46.366768,-15.533142,126.847321,-63.432278,14.82215,133.968185,-81.68306,57.546021,131.760864,-77.918236,94.397682,124.781021,-51.737404,41147.75,-0.076868,-0.944299,0.319986,-0.243054,-0.293506,-0.924542,-0.081224,-0.307398,-0.257074,5,?,?
4959,'2017/02/18 11:58:26:409',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,37.951126,130.230072,19.493694,0,0,0,-55.256325,138.723602,45.788261,-15.317375,125.884453,-63.640041,15.030151,132.756958,-81.768524,57.834637,130.375732,-77.890701,94.589302,123.240562,-51.595764,43026.0625,-0.082887,-0.944513,0.317844,-0.24139,-0.290415,-0.925954,-0.087532,-0.303922,-0.255017,5,?,?
4960,'2017/02/18 11:58:26:426',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,37.859844,128.746796,19.387569,0,0,0,-55.388817,138.635254,45.037193,-15.160751,125.03566,-63.94553,15.182668,131.67894,-81.927574,58.080669,129.159927,-77.925377,94.7173,121.769699,-51.524723,45222.34375,-0.089003,-0.945486,0.313265,-0.239378,-0.284991,-0.928159,-0.093858,-0.297911,-0.252406,5,?,?
4961,'2017/02/18 11:58:26:443',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,37.804958,127.428017,19.356533,0,0,0,-55.441635,138.516434,44.539291,-15.088428,124.261246,-64.09301,15.259247,130.691971,-81.985764,58.208336,128.026337,-77.915985,94.794594,120.496597,-51.451221,46770.203125,-0.09373,-0.94637,0.309189,-0.238322,-0.2802,-0.929887,-0.09872,-0.292674,-0.250891,5,?,?
4962,'2017/02/18 11:58:26:459',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,37.733936,126.370155,19.323908,0,0,0,-55.489059,138.863159,44.133186,-15.04973,123.717712,-64.226158,15.288489,129.901138,-82.040825,58.28022,127.105293,-77.915947,94.833626,119.477219,-51.395706,48019.417969,-0.097948,-0.947177,0.305389,-0.237385,-0.27577,-0.93145,-0.103044,-0.287843,-0.249543,5,?,?
4963,'2017/02/18 11:58:26:476',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,37.606812,125.440491,19.361626,0,0,0,-55.563179,139.355972,43.715061,-15.050326,123.292038,-64.299225,15.288362,129.180603,-82.032936,58.33337,126.343521,-77.837257,94.838417,118.611069,-51.254669,48927.433594,-0.101736,-0.948068,0.301358,-0.235968,-0.271286,-0.933125,-0.1069,-0.282929,-0.247687,5,?,?
4964,'2017/02/18 11:58:26:494',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,37.467072,124.578979,19.356018,0,0,0,-55.607895,139.771713,43.355968,-15.126642,122.91169,-64.374893,15.24151,128.562042,-82.056229,58.311703,125.640747,-77.8162,94.770981,117.804787,-51.202824,49910.441406,-0.10493,-0.94899,0.297336,-0.235036,-0.266851,-0.934638,-0.110123,-0.278113,-0.246365,5,?,?
4965,'2017/02/18 11:58:26:509',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,37.256062,123.856071,19.342501,0,0,0,-55.746426,140.037491,43.183685,-15.29207,122.537933,-64.43956,15.093666,128.022873,-82.081352,58.171627,125.02597,-77.813477,94.635971,117.19178,-51.166473,50354.332031,-0.10653,-0.949872,0.293929,-0.234044,-0.26335,-0.935879,-0.111685,-0.274301,-0.245054,5,?,?
4966,'2017/02/18 11:58:26:526',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,37.056606,123.208679,19.34717,0,0,0,-55.861496,140.483032,43.1306,-15.436563,122.189972,-64.489136,14.967674,127.492867,-82.093224,58.04525,124.367607,-77.793259,94.515549,116.570656,-51.101669,50902.070313,-0.108485,-0.950462,0.291296,-0.233061,-0.260542,-0.93691,-0.113647,-0.271233,-0.243807,5,?,?
4967,'2017/02/18 11:58:26:544',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,36.850101,122.577744,19.310345,0,0,0,-55.979782,140.77449,43.001629,-15.611817,121.837532,-64.565208,14.806368,126.958,-82.141243,57.877098,123.673454,-77.822174,94.375648,115.963562,-51.08849,51332.488281,-0.110255,-0.951002,0.288857,-0.232242,-0.257933,-0.937835,-0.11542,-0.268394,-0.242753,5,?,?
4968,'2017/02/18 11:58:26:560',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,36.850101,122.577744,19.310345,0,0,0,-55.979782,140.77449,43.001629,-15.611817,121.837532,-64.565208,14.806368,126.958,-82.141243,57.877098,123.673454,-77.822174,94.375648,115.963562,-51.08849,51332.488281,-0.110255,-0.951002,0.288857,-0.232242,-0.257933,-0.937835,-0.11542,-0.268394,-0.242753,5,?,?
4969,'2017/02/18 11:58:26:577',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,36.628319,122.000511,19.261444,0,0,0,-56.147331,140.818298,42.935764,-15.825575,121.50351,-64.637863,14.606527,126.461334,-82.196236,57.709564,123.122398,-77.859802,94.209068,115.406639,-51.098186,51689.441406,-0.111755,-0.9515,0.286633,-0.231613,-0.255556,-0.938641,-0.116916,-0.265818,-0.241921,5,?,?
4970,'2017/02/18 11:58:26:594',24,24.774662,162.647064,46.173031,0,0,0,36.17421,136.313965,11.37355,27.642756,179.834366,-52.848999,-12.97473,177.81189,-48.406712,18.586702,111.053185,11.391116,-58.401203,148.335724,30.940805,443693.75,0.118374,-0.928739,-0.351329,-0.514859,0.245132,-0.821481,0.126774,0.289991,-0.559853,36.415936,121.583885,19.231327,0,0,0,-56.313923,140.900101,42.897186,-16.048325,121.242035,-64.677666,14.396008,126.028877,-82.231476,57.543453,122.690796,-77.882133,94.037506,114.942322,-51.099201,51893.746094,-0.112746,-0.951803,0.285237,-0.231135,-0.25407,-0.939162,-0.117905,-0.264204,-0.241312,5,?,?
